2026-03-28 09:38:09,575 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 09:38:09,575'
2026-03-28 16:35:02,384 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,384'
2026-03-28 16:35:02,400 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,400'
2026-03-28 16:35:02,400 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,400'
2026-03-28 16:35:02,431 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,431'
2026-03-28 16:35:02,431 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,431'
2026-03-28 16:35:02,463 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,463'
2026-03-28 16:35:02,469 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,469'
2026-03-28 16:35:02,485 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,485'
2026-03-28 16:35:02,500 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,500'
2026-03-28 16:35:02,516 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,516'
2026-03-28 16:35:02,532 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,532'
2026-03-28 16:35:02,563 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,563'
2026-03-28 16:35:02,569 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,569'
2026-03-28 16:35:02,592 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,592'
2026-03-28 16:35:02,600 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,600'
2026-03-28 16:35:02,703 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,703'
2026-03-28 16:35:02,703 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,703'
2026-03-28 16:35:02,732 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,732'
2026-03-28 16:35:02,732 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,732'
2026-03-28 16:35:02,752 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,752'
2026-03-28 16:35:02,754 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,754'
2026-03-28 16:35:02,774 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,774'
2026-03-28 16:35:02,774 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,774'
2026-03-28 16:35:02,794 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,794'
2026-03-28 16:35:02,794 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,794'
2026-03-28 16:35:02,815 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,815'
2026-03-28 16:35:02,815 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,815'
2026-03-28 16:35:02,836 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,836'
2026-03-28 16:35:02,836 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,836'
2026-03-28 16:35:02,856 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,856'
2026-03-28 16:35:02,856 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,856'
2026-03-28 16:35:02,876 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,876'
2026-03-28 16:35:02,876 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,876'
2026-03-28 16:35:02,897 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,897'
2026-03-28 16:35:02,897 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,897'
2026-03-28 16:35:02,917 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,917'
2026-03-28 16:35:02,917 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,917'
2026-03-28 16:35:02,938 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,938'
2026-03-28 16:35:02,938 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,938'
2026-03-28 16:35:02,958 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,958'
2026-03-28 16:35:02,958 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,958'
2026-03-28 16:35:02,978 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,978'
2026-03-28 16:35:02,986 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,986'
2026-03-28 16:35:02,996 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,996'
2026-03-28 16:35:02,996 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:02,996'
2026-03-28 16:35:03,006 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,006'
2026-03-28 16:35:03,022 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,022'
2026-03-28 16:35:03,038 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,038'
2026-03-28 16:35:03,038 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,038'
2026-03-28 16:35:03,059 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,059'
2026-03-28 16:35:03,059 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,059'
2026-03-28 16:35:03,075 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,075'
2026-03-28 16:35:03,090 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,090'
2026-03-28 16:35:03,122 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,122'
2026-03-28 16:35:03,122 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,122'
2026-03-28 16:35:03,154 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,154'
2026-03-28 16:35:03,154 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,154'
2026-03-28 16:35:03,185 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,185'
2026-03-28 16:35:03,185 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,185'
2026-03-28 16:35:03,207 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,207'
2026-03-28 16:35:03,207 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,207'
2026-03-28 16:35:03,223 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,223'
2026-03-28 16:35:03,223 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,223'
2026-03-28 16:35:03,238 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,238'
2026-03-28 16:35:03,238 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,238'
2026-03-28 16:35:03,270 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,270'
2026-03-28 16:35:03,270 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,270'
2026-03-28 16:35:03,285 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,285'
2026-03-28 16:35:03,285 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,285'
2026-03-28 16:35:03,307 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,307'
2026-03-28 16:35:03,307 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,307'
2026-03-28 16:35:03,323 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,323'
2026-03-28 16:35:03,323 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,323'
2026-03-28 16:35:03,339 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,339'
2026-03-28 16:35:03,339 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,339'
2026-03-28 16:35:03,354 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,354'
2026-03-28 16:35:03,370 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,370'
2026-03-28 16:35:03,385 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,385'
2026-03-28 16:35:03,385 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,385'
2026-03-28 16:35:03,408 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,408'
2026-03-28 16:35:03,408 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,408'
2026-03-28 16:35:03,423 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,423'
2026-03-28 16:35:03,423 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,423'
2026-03-28 16:35:03,439 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,439'
2026-03-28 16:35:03,439 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,439'
2026-03-28 16:35:03,470 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,470'
2026-03-28 16:35:03,470 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,470'
2026-03-28 16:35:03,486 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,486'
2026-03-28 16:35:03,486 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,486'
2026-03-28 16:35:03,508 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,508'
2026-03-28 16:35:03,508 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,508'
2026-03-28 16:35:03,524 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,524'
2026-03-28 16:35:03,524 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,524'
2026-03-28 16:35:03,539 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,539'
2026-03-28 16:35:03,539 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,539'
2026-03-28 16:35:03,555 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,555'
2026-03-28 16:35:03,570 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,570'
2026-03-28 16:35:03,586 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,586'
2026-03-28 16:35:03,586 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,586'
2026-03-28 16:35:03,602 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,602'
2026-03-28 16:35:03,602 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,602'
2026-03-28 16:35:03,624 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,624'
2026-03-28 16:35:03,624 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,624'
2026-03-28 16:35:03,639 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,639'
2026-03-28 16:35:03,671 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,671'
2026-03-28 16:35:03,702 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,702'
2026-03-28 16:35:03,702 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,702'
2026-03-28 16:35:03,708 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,708'
2026-03-28 16:35:03,708 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,708'
2026-03-28 16:35:03,724 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,724'
2026-03-28 16:35:03,724 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,724'
2026-03-28 16:35:03,740 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,740'
2026-03-28 16:35:03,740 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,740'
2026-03-28 16:35:03,755 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,755'
2026-03-28 16:35:03,755 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,755'
2026-03-28 16:35:03,787 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,787'
2026-03-28 16:35:03,787 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,787'
2026-03-28 16:35:03,802 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,802'
2026-03-28 16:35:03,809 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:03,809'
2026-03-28 16:35:17,961 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:17,961'
2026-03-28 16:35:29,374 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:29,374'
2026-03-28 16:35:29,374 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:35:29,374'
2026-03-28 16:36:16,038 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:16,038'
2026-03-28 16:36:16,038 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:16,038'
2026-03-28 16:36:28,789 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,789'
2026-03-28 16:36:28,789 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,789'
2026-03-28 16:36:28,805 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,805'
2026-03-28 16:36:28,805 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,805'
2026-03-28 16:36:28,836 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,836'
2026-03-28 16:36:28,852 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,852'
2026-03-28 16:36:28,884 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,884'
2026-03-28 16:36:28,884 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,884'
2026-03-28 16:36:28,900 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,900'
2026-03-28 16:36:28,916 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,916'
2026-03-28 16:36:28,974 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,974'
2026-03-28 16:36:28,974 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:28,974'
2026-03-28 16:36:29,005 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,005'
2026-03-28 16:36:29,005 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,005'
2026-03-28 16:36:29,037 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,037'
2026-03-28 16:36:29,037 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,037'
2026-03-28 16:36:29,076 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,076'
2026-03-28 16:36:29,076 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,076'
2026-03-28 16:36:29,107 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,107'
2026-03-28 16:36:29,107 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,107'
2026-03-28 16:36:29,147 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,147'
2026-03-28 16:36:29,147 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,147'
2026-03-28 16:36:29,188 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,188'
2026-03-28 16:36:29,188 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,188'
2026-03-28 16:36:29,208 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,208'
2026-03-28 16:36:29,208 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,208'
2026-03-28 16:36:29,237 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,237'
2026-03-28 16:36:29,237 - DEBUG - Error validating JSON data: 400 Bad Request: Failed to decode JSON object: Expecting value: line 1 column 1 (char 0)| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,237'
2026-03-28 16:36:29,267 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:36:29,267'
